channel,city,region,customer_name,order_date,order_id,department,product_category_gender,product_sub_category,product_sku,product_name,distance_from_warehouse,price,cost_of_sale,discount,order_quantity,sales,gross_profit,gross_profit_margin
Franchise,Abbey Ward,Buckinghamshire,Torrefazione Italia Inc,12.10.21,32165,Clothing,Women,Bras & Tanks,WB01-M-Purple,Electra Bra Top-M-Purple,160,23,572.90 ,0.10 ,47,1081,508,47.0%
Franchise,Loundsley Green Ward,Derbyshire,Glass Express,12.10.21,25473,Clothing,Men,Tanks,MT02-M-Gray,Tristan Endurance Tank-M-Gray,55,21,241.90 ,0.10 ,36,756,514,68.0%
Franchise,Parwich,Derbyshire,Mueller Repro Blue Printg,12.10.21,25473,Clothing,Men,Jackets,MJ09-L-Yellow,Taurus Elements Shell-L-Yellow,175,65,741.00 ,0.10 ,20,1300,559,43.0%
Small chain store,Abbey Ward,Buckinghamshire,Diamond Cbnts Div Wht Cons Ind,12.10.21,32165,Clothing,Men,Jackets,MJ10-XS-Orange,Mars HeatTech&trade; Pullover-XS-Orange,160,61,950.40 ,0.00 ,38,2318,1368,59.0%
Supermarket,Catterick,North Yorkshire,Practical Periphrals,12.10.21,56069,Clothing,Men,Shorts,MSH07-36-Blue,Rapha  Sports Short-36-Blue,40,28,165.20 ,0.10 ,10,280,115,41.0%
Franchise,East Putney Ward,Greater London,Fire Protection Consultants,13.10.21,25152,Clothing,Women,Bras & Tanks,WB04-XS-Blue,Prima Compete Bra Top-XS-Blue,70,27,383.70 ,0.10 ,29,783,399,51.0%
Franchise,Newport,Isle of Wight,Ernest E Heuer & Company Pc,13.10.21,15715,Clothing,Men,Pants,MP05-33-Blue,Kratos Gym Pant-33-Blue,80,51,592.10 ,0.00 ,43,2193,1601,73.0%
Franchise,City and Hunslet Ward,West Yorkshire,"Shannon, Paul V Esq",13.10.21,21665,Clothing,Men,Tees,MS07-L-Black,Deion Long-Sleeve EverCool&trade; Tee-L-Black,20,12,26.40 ,0.10 ,5,60,34,56.0%
Local store,Carbrooke,Norfolk,"Cain, John M Esq",14.10.21,14630,Clothing,Women,Hoodies & Sweatshirts,WH05-L-Orange,Selene Yoga Hoodie-L-Orange,205,20,132.60 ,0.10 ,17,340,207,61.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,"Wilhelm, James E Jr",14.10.21,56740,Clothing,Men,Shorts,MSH12-33-Gray,Pierce Gym Short-33-Gray,155,26,71.80 ,0.10 ,6,156,84,54.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Matt Parrott & Sons Co,14.10.21,36034,Clothing,Men,Hoodies & Sweatshirts,MH11-S-White,Grayson Crewneck Sweatshirt -S-White,155,43,275.20 ,0.00 ,10,430,155,36.0%
Franchise,Warlingham,Surrey,National Lime Association,14.10.21,26084,Clothing,Men,Tees,MS01-M-Yellow,Aero Daily Fitness Tee-M-Yellow,50,11,174.20 ,0.00 ,33,363,189,52.0%
Franchise,Castle Ward,West Sussex,Rittenhouse Motor Co,14.10.21,56740,Clothing,Men,Jackets,MJ06-L-Purple,Jupiter All-Weather Trainer -L-Purple,40,62,485.50 ,0.10 ,29,1798,1313,73.0%
Small chain store,Carbrooke,Norfolk,Putnam Co Inc,14.10.21,56740,Clothing,Men,Tanks,MT11-M-Blue,Atlas Fitness Tank-M-Blue,205,24,396.00 ,0.00 ,33,792,396,50.0%
Franchise,Abbey Ward,Buckinghamshire,"Fitzgerald, Edward J",15.10.21,51940,Clothing,Men,Hoodies & Sweatshirts,MH04-M-Yellow,Frankie  Sweatshirt-M-Yellow,160,43,198.70 ,0.10 ,11,473,274,58.0%
Supermarket,Abbey Ward,Buckinghamshire,Applied Robotic Tech Inc,15.10.21,35713,Clothing,Men,Tees,MS07-M-White,Deion Long-Sleeve EverCool&trade; Tee-M-White,160,14,315.60 ,0.00 ,49,686,370,54.0%
Supermarket,Abbey Ward,Buckinghamshire,El Adobe Inn,15.10.21,34182,Clothing,Women,Bras & Tanks,WB05-M-Orange,Lucia Cross-Fit Bra -M-Orange,160,30,269.70 ,0.10 ,31,930,660,71.0%
Local store,Carbrooke,Norfolk,Dustbooks,16.10.21,50308,Clothing,Women,Bras & Tanks,WB04-S-Purple,Prima Compete Bra Top-S-Purple,205,23,209.80 ,0.10 ,19,437,227,52.0%
Local store,Carbrooke,Norfolk,Ringo International Inc,16.10.21,55296,Clothing,Women,Hoodies & Sweatshirts,WH10-M-Yellow,Helena Hooded Fleece-M-Yellow,205,33,348.50 ,0.10 ,32,1056,708,67.0%
Local store,Carbrooke,Norfolk,Charlotte Chamber,16.10.21,48643,Clothing,Men,Pants,MP09-34-Red,Livingston All-Purpose Tight-34-Red,205,43,144.50 ,0.10 ,6,258,114,44.0%
Local store,Treorchy Community,Rhondda Cynon Taff,Allied Plastics,16.10.21,30401,Clothing,Men,Shorts,MSH03-33-Green,Meteor Workout Short-33-Green,70,32,636.50 ,0.10 ,39,1248,612,49.0%
Franchise,Abbey Ward,Buckinghamshire,Fan Shop,16.10.21,19782,Clothing,Men,Jackets,MJ09-XL-Blue,Taurus Elements Shell-XL-Blue,160,50,603.00 ,0.10 ,18,900,297,33.0%
Franchise,Aldborough Ward,Greater London,"Moorhead, Bridget Klein Esq",16.10.21,8231,Clothing,Men,Tees,MS03-XS-Gray,Balboa Persistence Tee-XS-Gray,35,7,92.60 ,0.10 ,27,189,96,51.0%
Franchise,Parwich,Derbyshire,Trico Prods Corp,16.10.21,33924,Clothing,Men,Tees,MS10-L-Red,Logan  HeatTec&reg; Tee-L-Red,175,21,143.60 ,0.10 ,12,252,108,43.0%
Small chain store,Prestatyn Community,Denbighshire,Magic Valley Irrigation Supply,16.10.21,50055,Clothing,Women,Bras & Tanks,WB05-S-Orange,Lucia Cross-Fit Bra -S-Orange,55,14,75.50 ,0.10 ,11,154,79,51.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Lynema, Cliff Cpa",16.10.21,12356,Clothing,Men,Pants,MP02-34-Blue,Viktor LumaTech&trade; Pant-34-Blue,55,46,968.80 ,0.00 ,39,1794,825,46.0%
Small chain store,Loundsley Green Ward,Derbyshire,Lindner Funds,16.10.21,54721,Clothing,Men,Tanks,MT04-M-Blue,Helios Endurance Tank-M-Blue,55,18,95.80 ,0.00 ,19,342,246,72.0%
Small chain store,Devizes,Wiltshire,Atec,16.10.21,8231,Clothing,Women,Hoodies & Sweatshirts,WH01-XL-Orange,Mona Pullover Hoodlie-XL-Orange,40,43,55.90 ,0.10 ,5,215,159,74.0%
Supermarket,Abbey Ward,Buckinghamshire,"Sadowski, Jeffrey A",16.10.21,48643,Clothing,Men,Hoodies & Sweatshirts,MH04-S-Yellow,Frankie  Sweatshirt-S-Yellow,160,32,432.00 ,0.00 ,50,1600,1168,73.0%
Supermarket,Abbey Ward,Buckinghamshire,Milton Terry Associates,16.10.21,50055,Clothing,Men,Jackets,MJ03-M-Red,Montana Wind Jacket-M-Red,160,42,14.70 ,0.00 ,1,42,27,65.0%
Supermarket,Abbey Ward,Buckinghamshire,First Ozaukee Savings Bank,16.10.21,48643,Clothing,Men,Tanks,MT09-S-Blue,Sinbad Fitness Tank-S-Blue,160,16,91.80 ,0.10 ,14,224,132,59.0%
Local store,Carbrooke,Norfolk,Howland Machine Corp,17.10.21,33477,Clothing,Men,Hoodies & Sweatshirts,MH08-L-Brown,Oslo Trek Hoodie-L-Brown,205,30,495.60 ,0.10 ,28,840,344,41.0%
Franchise,Abbey Ward,Buckinghamshire,Avante Limited,17.10.21,27750,Clothing,Men,Tees,MS11-L-Green,Atomic Endurance Running Tee (V-neck)-L-Green,160,5,25.20 ,0.00 ,12,60,35,58.0%
Franchise,Chichester,West Sussex,"Frankel, Stephen",17.10.21,19777,Clothing,Women,Hoodies & Sweatshirts,WH04-M-Orange,Miko Pullover Hoodie-M-Orange,20,30,244.80 ,0.00 ,24,720,475,66.0%
Supermarket,Abbey Ward,Buckinghamshire,Cash 4 Checks,17.10.21,19777,Clothing,Men,Pants,MP06-36-Green,Mithra Warmup Pant-36-Green,160,50,528.00 ,0.10 ,22,1100,572,52.0%
Supermarket,St. Enoder,Cornwall,Cia Inspection,17.10.21,19777,Clothing,Women,Hoodies & Sweatshirts,WH09-M-Purple,Ariel Roll Sleeve Sweatshirt-M-Purple,30,45,32.40 ,0.10 ,2,90,58,64.0%
Supermarket,Bargate Ward,Southampton,Mmm Design Group,17.10.21,27750,Clothing,Men,Shorts,MSH11-34-Red,Arcadio Gym Short-34-Red,35,29,308.00 ,0.10 ,18,522,214,41.0%
Local store,Lye and Stourbridge North Ward,West Midlands,Kaysers Nutrition Center,18.10.21,612,Clothing,Women,Bras & Tanks,WB04-XS-Purple,Prima Compete Bra Top-XS-Purple,25,15,232.50 ,0.10 ,50,750,518,69.0%
Local store,Steornabhagh a Deas Ward,Western Isles,Ithaca Guitar Works Inc,18.10.21,27780,Clothing,Women,Bras & Tanks,WB04-S-Purple,Prima Compete Bra Top-S-Purple,50,20,273.00 ,0.10 ,39,780,507,65.0%
Local store,Staple Hill Ward,South Gloucestershire,Bizerba Usa Inc,18.10.21,27780,Clothing,Men,Shorts,MSH07-33-Purple,Rapha  Sports Short-33-Purple,60,43,1123.60 ,0.00 ,39,1677,553,33.0%
Franchise,Abbey Ward,Buckinghamshire,Avante Limited,18.10.21,27780,Clothing,Women,Hoodies & Sweatshirts,WH03-S-Green,Autumn Pullie-S-Green,160,21,170.10 ,0.00 ,18,378,208,55.0%
Supermarket,Abbey Ward,Buckinghamshire,General Bindery Co Inc,18.10.21,612,Clothing,Men,Shorts,MSH07-32-Black,Rapha  Sports Short-32-Black,160,39,519.90 ,0.00 ,43,1677,1157,69.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,"Carlin, Angela G Esq",19.10.21,8065,Clothing,Men,Tees,MS08-XL-Red,Strike Endurance Tee-XL-Red,155,19,148.60 ,0.00 ,17,323,174,54.0%
Local store,East Putney Ward,Greater London,Automation Engrg & Mfg Inc,19.10.21,2275,Clothing,Men,Tees,MS07-XS-Black,Deion Long-Sleeve EverCool&trade; Tee-XS-Black,70,17,483.10 ,0.10 ,49,833,350,42.0%
Supermarket,Parwich,Derbyshire,"Jonson, Geo D Esq",19.10.21,11168,Clothing,Men,Jackets,MJ01-S-Yellow,Beaumont Summit Kit-S-Yellow,175,47,658.00 ,0.00 ,35,1645,987,60.0%
Local store,St. Gluvias,Cornwall,T J Ward & Associates Inc,20.10.21,54180,Clothing,Men,Pants,MP12-34-Red,Cronus Yoga Pant -34-Red,55,35,933.10 ,0.10 ,43,1505,572,38.0%
Franchise,Chichester,West Sussex,"Frankel, Stephen",20.10.21,31845,Clothing,Men,Shorts,MSH04-32-Gray,Torque Power Short-32-Gray,20,32,380.20 ,0.00 ,36,1152,772,67.0%
Franchise,Catterick,North Yorkshire,Sheraton Inn Ocean Front,20.10.21,31845,Clothing,Men,Shorts,MSH07-34-Black,Rapha  Sports Short-34-Black,40,42,147.80 ,0.10 ,11,462,314,68.0%
Small chain store,"Broxburn, Uphall and Winchburg",West Lothian,Quantum Consultants Inc,20.10.21,55716,Clothing,Men,Hoodies & Sweatshirts,MH13-S-Lavender,Marco Lightweight Active Hoodie-S-Lavender,65,33,121.80 ,0.10 ,9,297,175,59.0%
Local store,Wakefield North Ward,West Yorkshire,Grt Amercn Fed Svngs & Ln Assn,21.10.21,35712,Clothing,Men,Hoodies & Sweatshirts,MH03,Bruno Compete Hoodie,10,21,317.50 ,0.10 ,42,882,565,64.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,"Laitinen, Stephen B Esq",21.10.21,48902,Clothing,Men,Tees,MS12,Atomic Endurance Running Tee (Crew-Neck),155,7,15.20 ,0.00 ,7,49,34,69.0%
Local store,Ryde,Isle of Wight,Barajas & Bustamante Archl,21.10.21,47522,Clothing,Men,Tees,MS03,Balboa Persistence Tee,40,6,19.20 ,0.00 ,5,30,11,36.0%
Small chain store,Abbey Ward,Buckinghamshire,Marine Safety International,21.10.21,14372,Clothing,Women,Bras & Tanks,WB02-L-Orange,Erica Evercool Sports Bra-L-Orange,160,17,254.30 ,0.10 ,34,578,324,56.0%
Small chain store,North Tawton,Devon,"Jurdem, Scott Esq",21.10.21,3559,Clothing,Men,Jackets,MJ09-XS-Blue,Taurus Elements Shell-XS-Blue,15,44,628.30 ,0.10 ,34,1496,868,58.0%
Small chain store,East Southbourne and Tuckton W,Bournemouth,"Mcmahan, Ben L",21.10.21,35712,Clothing,Men,Tees,MS07,Deion Long-Sleeve EverCool&trade; Tee,20,6,43.20 ,0.00 ,24,144,101,70.0%
Supermarket,Whittington,Shropshire,East County Process,21.10.21,2630,Clothing,Women,Hoodies & Sweatshirts,WH04-L-Purple,Miko Pullover Hoodie-L-Purple,25,32,317.40 ,0.00 ,31,992,675,68.0%
Local store,Meads Ward,East Sussex,Cooper Electric Supply Co,22.10.21,5378,Clothing,Men,Tees,MS10-S-Black,Logan  HeatTec&reg; Tee-S-Black,110,15,49.50 ,0.00 ,6,90,41,45.0%
Franchise,Sawston,Cambridgeshire,"Fineshriber, Marilyn Esq",22.10.21,53445,Clothing,Men,Shorts,MSH03,Meteor Workout Short,5,29,143.80 ,0.00 ,8,232,88,38.0%
Supermarket,Abbey Ward,Buckinghamshire,Saint Thomas Creations,22.10.21,30976,Clothing,Men,Pants,MP12-36-Black,Cronus Yoga Pant -36-Black,160,51,158.10 ,0.10 ,10,510,352,69.0%
Supermarket,Chichester,West Sussex,Proto Tek Manufacturing,22.10.21,53445,Clothing,Men,Hoodies & Sweatshirts,MH08-XL-Purple,Oslo Trek Hoodie-XL-Purple,20,30,409.50 ,0.00 ,21,630,221,35.0%
Local store,Castle Ward,West Sussex,"Kelly, Mark C",23.10.21,56224,Clothing,Men,Hoodies & Sweatshirts,MH12-XS-Red,Ajax Full-Zip Sweatshirt -XS-Red,40,32,456.30 ,0.10 ,46,1472,1016,69.0%
Franchise,Brooklands Ward,Greater Manchester,M A C Insurance Agency,23.10.21,56224,Clothing,Men,Shorts,MSH06-32-Red,Lono Yoga Short-32-Red,75,45,489.60 ,0.00 ,32,1440,950,66.0%
Franchise,East Putney Ward,Greater London,Mitchell Silliman Co Inc,23.10.21,17831,Clothing,Men,Hoodies & Sweatshirts,MH02,Teton Pullover Hoodie,70,36,396.70 ,0.00 ,38,1368,971,71.0%
Franchise,Marldon,Devon,Brewster Wallcoverings Co,23.10.21,56224,Clothing,Men,Jackets,MJ01-M-Yellow,Beaumont Summit Kit-M-Yellow,45,50,229.50 ,0.00 ,9,450,221,49.0%
Franchise,Midway Ward,Derbyshire,"Percival, Mark R Esq",23.10.21,56224,Clothing,Women,Hoodies & Sweatshirts,WH02-XL-Green,Hera Pullover Hoodie-XL-Green,35,29,639.50 ,0.00 ,35,1015,376,37.0%
Franchise,Astley Bridge Ward,Greater Manchester,Wky Am 930 Stereo,23.10.21,3521,Clothing,Men,Tanks,MT10-L-Yellow,Tiberius Gym Tank-L-Yellow,75,19,342.00 ,0.10 ,50,950,608,64.0%
Small chain store,Abbey Ward,Buckinghamshire,"Fineshriber, Marilyn Esq",23.10.21,57861,Clothing,Men,Hoodies & Sweatshirts,MH02,Teton Pullover Hoodie,160,32,806.40 ,0.00 ,40,1280,474,37.0%
Supermarket,Abbey Ward,Buckinghamshire,Ernest E Heuer & Company Pc,23.10.21,17831,Clothing,Men,Tanks,MT12-XL-Blue,Cassius Sparring Tank-XL-Blue,160,19,277.80 ,0.10 ,34,646,368,57.0%
Supermarket,Ryde,Isle of Wight,Victory Coating,23.10.21,56676,Clothing,Men,Hoodies & Sweatshirts,MH11-M-Orange,Grayson Crewneck Sweatshirt -M-Orange,40,44,1115.40 ,0.10 ,39,1716,601,35.0%
Local store,Carbrooke,Norfolk,Paralegal Personnel,24.10.21,55171,Clothing,Men,Tees,MS01-M-Brown,Aero Daily Fitness Tee-M-Brown,205,13,357.80 ,0.10 ,43,559,201,36.0%
Local store,St. Enoder,Cornwall,Automation Engrg & Mfg Inc,24.10.21,55171,Clothing,Women,Hoodies & Sweatshirts,WH10-M-Yellow,Helena Hooded Fleece-M-Yellow,30,20,348.00 ,0.10 ,29,580,232,40.0%
Franchise,Greets Green and Lyng Ward,West Midlands,Champagne Room,24.10.21,32871,Clothing,Men,Tees,MS06-XL-Blue,Zoltan Gym Tee-XL-Blue,65,10,239.40 ,0.00 ,42,420,181,43.0%
Franchise,Weston-Super-Mare,North Somerset,Rug Gallery,24.10.21,16197,Clothing,Men,Jackets,MJ01-L-Red,Beaumont Summit Kit-L-Red,45,57,485.10 ,0.00 ,23,1311,826,63.0%
Franchise,Howard Town Ward,Derbyshire,"Rotenstreich, H Andrew Esq",24.10.21,39269,Clothing,Men,Tees,MS02-S-Black,Ryker LumaTech&trade; Tee (V-neck)-S-Black,45,14,132.20 ,0.10 ,16,224,92,41.0%
Franchise,Marldon,Devon,Brewster Wallcoverings Co,24.10.21,32871,Clothing,Men,Pants,MP08-36-Green,Zeppelin Yoga Pant-36-Green,45,32,121.00 ,0.00 ,14,448,327,73.0%
Franchise,Lye and Stourbridge North Ward,West Midlands,"Alden, Michael H Esq",24.10.21,16197,Clothing,Men,Jackets,MJ01-S-Red,Beaumont Summit Kit-S-Red,25,54,287.30 ,0.10 ,19,1026,739,72.0%
Small chain store,Lye and Stourbridge North Ward,West Midlands,"Kelly, Mark C",24.10.21,32871,Clothing,Men,Tees,MS01-S-Black,Aero Daily Fitness Tee-S-Black,25,20,59.40 ,0.00 ,9,180,121,67.0%
Local store,Carbrooke,Norfolk,Philosophical Rsrch Scty Bkstr,25.10.21,18918,Clothing,Women,Hoodies & Sweatshirts,WH01-XL-Orange,Mona Pullover Hoodlie-XL-Orange,205,45,189.00 ,0.10 ,7,315,126,40.0%
Franchise,Parwich,Derbyshire,Atc Power Systems,25.10.21,1345,Clothing,Men,Shorts,MSH08-33-Blue,Orestes Fitness Short-33-Blue,175,42,443.50 ,0.10 ,24,1008,565,56.0%
Franchise,Catterick,North Yorkshire,Sheraton Inn Ocean Front,25.10.21,16132,Clothing,Men,Jackets,MJ02-L-Green,Hyperion Elements Jacket-L-Green,40,63,1031.90 ,0.10 ,26,1638,606,37.0%
Supermarket,Abbey Ward,Buckinghamshire,Visiting Nur Assn Ctrl Jersey,25.10.21,23395,Clothing,Men,Tanks,MT01-S-Gray,Erikssen CoolTech&trade; Fitness Tank-S-Gray,160,16,158.70 ,0.00 ,31,496,337,68.0%
Supermarket,Abbey Ward,Buckinghamshire,Wa Inst For Plcy Studies,25.10.21,17700,Clothing,Men,Shorts,MSH11-33-Red,Arcadio Gym Short-33-Red,160,29,191.40 ,0.00 ,20,580,389,67.0%
Supermarket,South Ward,North Eart Lincolnshire,Sun Toledo Refinery Co,25.10.21,51556,Clothing,Men,Hoodies & Sweatshirts,MH13-XL-Green,Marco Lightweight Active Hoodie-XL-Green,60,36,97.20 ,0.00 ,10,360,263,73.0%
Franchise,Westgate Ward,Gloucestershire,Lykes Bros Inc,26.10.21,43104,Clothing,Men,Pants,MP02-33-Red,Viktor LumaTech&trade; Pant-33-Red,50,52,1690.00 ,0.10 ,50,2600,910,35.0%
Franchise,Chichester,West Sussex,Or Draymen & Warehousemans,26.10.21,21634,Clothing,Men,Pants,MP04-32-Black,Supernova Sport Pant-32-Black,20,38,94.20 ,0.10 ,8,304,210,69.0%
Franchise,Middlewich,Cheshire,"Haney, Tom C Md",26.10.21,21634,Clothing,Men,Tanks,MT10-XS-Yellow,Tiberius Gym Tank-XS-Yellow,60,25,13.00 ,0.10 ,1,25,12,48.0%
Franchise,Wilmington,Kent,Industrial Engineering Assocs,26.10.21,38912,Clothing,Men,Jackets,MJ10-S-Red,Mars HeatTech&trade; Pullover-S-Red,45,43,726.70 ,0.00 ,26,1118,391,35.0%
Franchise,Wollaton West Ward,Nottinghamshire,"Neeley, Gregory W Esq",26.10.21,38912,Clothing,Men,Jackets,MJ02-S-Green,Hyperion Elements Jacket-S-Green,15,54,1564.90 ,0.00 ,46,2484,919,37.0%
Small chain store,Ryde,Isle of Wight,L & M Industrial Chemicals Inc,26.10.21,8289,Clothing,Men,Shorts,MSH09-32-Green,Troy Yoga Short-32-Green,40,30,296.40 ,0.00 ,38,1140,844,74.0%
Supermarket,Abbey Ward,Buckinghamshire,Saint Thomas Creations,26.10.21,23428,Clothing,Men,Shorts,MSH01-33-Red,Cobalt CoolTech&trade; Fitness Short-33-Red,160,25,328.00 ,0.00 ,41,1025,697,68.0%
Supermarket,Abbey Ward,Buckinghamshire,Mmm Design Group,26.10.21,9861,Clothing,Men,Pants,MP06-32-Green,Mithra Warmup Pant-32-Green,160,41,1252.60 ,0.10 ,47,1927,674,35.0%
Supermarket,Franche Ward,Hereford and Worcester,Cinemax Cable Pay Tv Svce,26.10.21,41504,Clothing,Men,Hoodies & Sweatshirts,MH12-M-Green,Ajax Full-Zip Sweatshirt -M-Green,35,35,308.00 ,0.10 ,20,700,392,56.0%
Local store,Aldridge Central and South War,West Midlands,"Cavuto, John A",27.10.21,40672,Clothing,Women,Hoodies & Sweatshirts,WH05-XL-Purple,Selene Yoga Hoodie-XL-Purple,10,24,203.50 ,0.00 ,16,384,181,47.0%
Local store,Carbrooke,Norfolk,Nelson Wright Haworth Golf Crs,27.10.21,41378,Clothing,Men,Jackets,MJ01-M-Yellow,Beaumont Summit Kit-M-Yellow,205,53,1246.60 ,0.10 ,42,2226,979,44.0%
Franchise,Abbey Ward,Buckinghamshire,"Cain, John M Esq",27.10.21,16864,Clothing,Women,Bras & Tanks,WB05-S-Purple,Lucia Cross-Fit Bra -S-Purple,160,19,223.40 ,0.10 ,42,798,575,72.0%
Small chain store,Abbey Ward,Buckinghamshire,"Fineshriber, Marilyn Esq",27.10.21,3014,Clothing,Men,Tees,MS06-XL-Green,Zoltan Gym Tee-XL-Green,160,16,70.70 ,0.00 ,13,208,137,66.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Cullen, Jack J Esq",27.10.21,41378,Clothing,Men,Jackets,MJ10-XS-Black,Mars HeatTech&trade; Pullover-XS-Black,55,62,1004.40 ,0.00 ,30,1860,856,46.0%
Supermarket,Carbrooke,Norfolk,Office Service Co,27.10.21,26116,Clothing,Men,Tees,MS02-S-Blue,Ryker LumaTech&trade; Tee (V-neck)-S-Blue,205,11,146.50 ,0.00 ,36,396,250,63.0%
Supermarket,Abbey Ward,Buckinghamshire,Kxlt Radio (k 108 Fm),27.10.21,18531,Clothing,Men,Shorts,MSH10-33-Green,Sol Active Short-33-Green,160,41,799.50 ,0.00 ,50,2050,1251,61.0%
Supermarket,Eccleston Ward,Merseyside,"Hollett, Byron P Esq",27.10.21,47971,Clothing,Men,Pants,MP09-36-Blue,Livingston All-Purpose Tight-36-Blue,60,49,341.00 ,0.10 ,24,1176,835,71.0%
Local store,Carbrooke,Norfolk,John Noda A Law Ofc Lawrence E,28.10.21,48706,Clothing,Men,Tees,MS08-L-Blue,Strike Endurance Tee-L-Blue,205,8,67.70 ,0.10 ,18,144,76,53.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Shamrock Food Service,28.10.21,17061,Clothing,Women,Bras & Tanks,WB05-L-Purple,Lucia Cross-Fit Bra -L-Purple,155,10,70.00 ,0.00 ,28,280,210,75.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Nursefinders,28.10.21,17510,Clothing,Men,Shorts,MSH09-36-Green,Troy Yoga Short-36-Green,155,37,310.80 ,0.00 ,28,1036,725,70.0%
Local store,Marldon,Devon,Creative Photography Inc,28.10.21,30499,Clothing,Men,Shorts,MSH10-36-Blue,Sol Active Short-36-Blue,45,31,399.00 ,0.00 ,33,1023,624,61.0%
Local store,Castle Ward,West Sussex,Schwend Signs,28.10.21,43653,Clothing,Men,Jackets,MJ03-M-Red,Montana Wind Jacket-M-Red,40,56,302.40 ,0.10 ,10,560,258,46.0%
Franchise,Darnall Ward,"Yorkshire, South","Lensbower, Gregory L Esq",28.10.21,15872,Clothing,Men,Hoodies & Sweatshirts,MH06-XL-Blue,Stark Fundamental Hoodie-XL-Blue,85,24,564.50 ,0.00 ,48,1152,588,51.0%
Franchise,Parwich,Derbyshire,Jeanettes Drapery & Upholstery,28.10.21,26306,Clothing,Women,Hoodies & Sweatshirts,WH03-L-Purple,Autumn Pullie-L-Purple,175,43,174.20 ,0.00 ,15,645,471,73.0%
Franchise,Chichester,West Sussex,Or Draymen & Warehousemans,28.10.21,43653,Clothing,Men,Hoodies & Sweatshirts,MH13-M-Lavender,Marco Lightweight Active Hoodie-M-Lavender,20,22,240.20 ,0.00 ,39,858,618,72.0%
Franchise,Town Ward,Greater London,Charlotte Chamber,28.10.21,53536,Clothing,Men,Tees,MS04-XL-Orange,Gobi HeatTec&reg; Tee-XL-Orange,55,16,280.00 ,0.10 ,35,560,280,50.0%
Small chain store,Walkergate Ward,Tyne and Wear,Kisc 98 Kiss Fm,28.10.21,53536,Clothing,Men,Tanks,MT02-S-Gray,Tristan Endurance Tank-S-Gray,75,20,58.00 ,0.00 ,5,100,42,42.0%
Small chain store,Loundsley Green Ward,Derbyshire,"Jackson, Donald M Esq",28.10.21,30499,Clothing,Men,Jackets,MJ04-XS-Blue,Kenobi Trail Jacket-XS-Blue,55,54,432.00 ,0.10 ,16,864,432,50.0%
Small chain store,Lye and Stourbridge North Ward,West Midlands,"Kelly, Mark C",28.10.21,15872,Clothing,Men,Hoodies & Sweatshirts,MH13-S-Lavender,Marco Lightweight Active Hoodie-S-Lavender,25,23,158.70 ,0.00 ,23,529,370,70.0%
Small chain store,Stroud,Hampshire,"Farber, Mindy Esq",28.10.21,15872,Clothing,Men,Tees,MS06-S-Blue,Zoltan Gym Tee-S-Blue,105,25,190.00 ,0.10 ,19,475,285,60.0%
Supermarket,Abbey Ward,Buckinghamshire,Capital Thrpy & Spts Medcn Inc,28.10.21,26306,Clothing,Men,Shorts,MSH06-32-Gray,Lono Yoga Short-32-Gray,160,42,982.80 ,0.10 ,39,1638,655,40.0%
Supermarket,Lye and Stourbridge North Ward,West Midlands,"Hughlett, Henry T Jr",28.10.21,48706,Clothing,Men,Pants,MP10-33-Blue,Orestes Yoga Pant -33-Blue,25,51,956.80 ,0.10 ,28,1428,471,33.0%
Supermarket,Bargate Ward,Southampton,Alphabetland Pre School Center,28.10.21,43653,Clothing,Men,Jackets,MJ07-S-Yellow,Orion Two-Tone Fitted Jacket-S-Yellow,35,59,109.70 ,0.10 ,3,177,67,38.0%
Local store,Howard Town Ward,Derbyshire,"Anstoetter, Mark D Esq",29.10.21,23585,Clothing,Men,Jackets,MJ03-L-Green,Montana Wind Jacket-L-Green,45,51,718.10 ,0.10 ,44,2244,1526,68.0%
Franchise,Abbey Ward,Buckinghamshire,Alternative Collection Svc Inc,29.10.21,9350,Clothing,Women,Bras & Tanks,WB04-S-Purple,Prima Compete Bra Top-S-Purple,160,28,120.10 ,0.10 ,13,364,244,67.0%
Franchise,Warlingham,Surrey,"Berry, John M Esq",29.10.21,37185,Clothing,Men,Tanks,MT09-L-Blue,Sinbad Fitness Tank-L-Blue,50,20,49.60 ,0.00 ,8,160,110,69.0%
Small chain store,"Broxburn, Uphall and Winchburg",West Lothian,T C E Systems Inc,29.10.21,9350,Clothing,Men,Hoodies & Sweatshirts,MH08-XS-Red,Oslo Trek Hoodie-XS-Red,65,43,43.90 ,0.10 ,2,86,42,49.0%
Small chain store,South Ward,North Eart Lincolnshire,Reliable Yard Service,29.10.21,48423,Clothing,Men,Hoodies & Sweatshirts,MH07-S-Black,Hero Hoodie-S-Black,60,32,752.60 ,0.10 ,49,1568,815,52.0%
